countyCode,REGION,STATE,COUNTY,ZIP CODE
6075,,CA,SAN FRANCISCO,94122
17063,IL E,IL,GRUNDY,60437
48029,TX C,TX,BEXAR,78243
6065,,CA,RIVERSIDE,91752
48309,TX NE,TX,MCLENNAN,76524
17195,IL W,IL,WHITESIDE,61250
39113,,OH,MONTGOMERY,45327
23009,,ME,HANCOCK,04660
51131,VA N,VA,NORTHAMPTON,23398
42063,,PA,INDIANA,16211
48265,TX C,TX,KERR,78024
41051,OR W,OR,MULTNOMAH,97233
42081,,PA,LYCOMING,17752
42091,,PA,MONTGOMERY,18915
42049,,PA,ERIE,16507
24041,,MD,TALBOT,21663
48343,TX NE,TX,MORRIS,75638
24027,,MD,HOWARD,21043
42091,,PA,MONTGOMERY,18076
37013,NC SE,NC,BEAUFORT,27814
56021,WY E,WY,LARAMIE,82081
39151,,OH,STARK,44601
1001,,AL,AUTAUGA,36066
54083,,WV,RANDOLPH,26224
30105,MT E,MT,VALLEY,59244
26097,,MI,MACKINAC,49757
26091,,MI,LENAWEE,49265
20009,KS SC,KS,BARTON,67544
36065,,NY,ONEIDA,13440
19127,IA SE,IA,MARSHALL,50142
6077,,CA,SAN JOAQUIN,95205
47173,,TN,UNION,37866
36031,,NY,ESSEX,12855
48041,TX NE,TX,BRAZOS,77808
37109,NC W,NC,LINCOLN,28033
35047,,NM,SAN MIGUEL,87742
46023,,SD,CHARLES MIX,57329
1071,,AL,JACKSON,35746
20051,KS NW,KS,ELLIS,67637
35031,,NM,MCKINLEY,87325
29217,MO SW,MO,VERNON,64741
26065,,MI,INGHAM,48915
37183,NC SE,NC,WAKE,27616
46109,,SD,ROBERTS,57227
31109,NE SE,NE,LANCASTER,68339
6059,,CA,ORANGE,92870
26105,,MI,MASON,49410
36119,,NY,WESTCHESTER,10523
51760,VA N,VA,RICHMOND,23219
37089,NC W,NC,HENDERSON,28742
29153,MO SE,MO,OZARK,65676
27043,MN S,MN,FARIBAULT,56014
17189,IL W,IL,WASHINGTON,62831
17175,IL W,IL,STARK,61491
40123,OK SE,OK,PONTOTOC,74843
48349,TX NE,TX,NAVARRO,75102
53053,WA W,WA,PIERCE,98387
31079,NE C,NE,HALL,68810
27065,MN C,MN,KANABEC,55051
20167,KS NW,KS,RUSSELL,67640
34025,,NJ,MONMOUTH,07751
42009,,PA,BEDFORD,15554
34003,,NJ,BERGEN,07407
39061,,OH,HAMILTON,45232
5025,,AR,CLEVELAND,71652
38071,,ND,RAMSEY,58330
35029,,NM,LUNA,88029
12071,,FL,LEE,33914
48241,TX S,TX,JASPER,75951
39069,,OH,HENRY,43527
45083,SC NW,SC,SPARTANBURG,29307
53057,WA W,WA,SKAGIT,98257
17077,IL W,IL,JACKSON,62927
55019,WI N,WI,CLARK,54437
26077,,MI,KALAMAZOO,49002
31145,NE C,NE,RED WILLOW,69026
36013,,NY,CHAUTAUQUA,14701
12009,,FL,BREVARD,32955
29510,MO SE,MO,ST. LOUIS,63118
6037,,CA,LOS ANGELES,91343
51003,VA N,VA,ALBEMARLE,22936
39105,,OH,MEIGS,45743
31149,NE NW,NE,ROCK,68714
38029,,ND,EMMONS,58552
53033,WA W,WA,KING,98148
51029,VA SE,VA,BUCKINGHAM,23123
51105,VA N,VA,LEE,24221
39055,,OH,GEAUGA,44086
42115,,PA,SUSQUEHANNA,18834
20165,KS SC,KS,RUSH,67553
26023,,MI,BRANCH,49082
53041,WA W,WA,LEWIS,98585
30071,MT N,MT,PHILLIPS,59544
22091,,LA,ST. HELENA,70453
31069,NE NW,NE,GARDEN,69154
,KS NC,KS,SHAWNEE,66625
5003,,AR,ASHLEY,71646
8041,CO E,CO,EL PASO,80939
12086,,FL,MIAMI-DADE,33039
35059,,NM,UNION,88414
19033,IA NE,IA,CERRO GORDO,50467
13119,,GA,FRANKLIN,30521
29055,MO SE,MO,CRAWFORD,65441
34011,,NJ,CUMBERLAND,08352
40103,OK NW,OK,NOBLE,73061
6085,,CA,SANTA CLARA,95131
6045,,CA,MENDOCINO,95459
18035,,IN,DELAWARE,47396
46067,,SD,HUTCHINSON,57366
54045,,WV,LOGAN,25047
25025,,MA,SUFFOLK,02128
29137,MO NE,MO,MONROE,65282
42019,,PA,BUTLER,16041
26057,,MI,GRATIOT,48877
6091,,CA,SIERRA,96111
36063,,NY,NIAGARA,14174
13071,,GA,COLQUITT,31722
4013,,AZ,MARICOPA,85045
22103,,LA,ST. TAMMANY,70461
40025,OK NW,OK,CIMARRON,73946
36103,,NY,SUFFOLK,11947
29107,MO NW,MO,LAFAYETTE,64067
54045,,WV,LOGAN,25652
40071,OK NW,OK,KAY,74641
37097,NC W,NC,IREDELL,28625
49039,UT SW,UT,SANPETE,84667
42011,,PA,BERKS,19602
1025,,AL,CLARKE,36727
45007,SC NW,SC,ANDERSON,29621
42011,,PA,BERKS,19601
19023,IA NE,IA,BUTLER,50619
36067,,NY,ONONDAGA,13041
31145,NE C,NE,RED WILLOW,69036
2158,,AK,KUSILVAK,99604
25021,,MA,NORFOLK,02494
48207,TX NW,TX,HASKELL,79544
48181,TX NE,TX,GRAYSON,75489
36089,,NY,ST. LAWRENCE,13652
27089,MN N,MN,MARSHALL,56738
46127,,SD,UNION,57038
17027,IL W,IL,CLINTON,62218
24021,,MD,FREDERICK,21757
48201,TX S,TX,HARRIS,77345
5143,,AR,WASHINGTON,72959
27117,MN S,MN,PIPESTONE,56128
39031,,OH,COSHOCTON,43811
21211,,KY,SHELBY,40022
55003,WI N,WI,ASHLAND,54517
13163,,GA,JEFFERSON,30477
24023,,MD,GARRETT,21522
12103,,FL,PINELLAS,33771
22067,,LA,MOREHOUSE,71261
6101,,CA,SUTTER,95953
17123,IL W,IL,MARSHALL,61540
36057,,NY,MONTGOMERY,13452
39093,,OH,LORAIN,44012
36121,,NY,WYOMING,14066
48085,,TX,COLLIN,75252
18037,,IN,DUBOIS,47580
42111,,PA,SOMERSET,15552
27073,MN C,MN,LAC QUI PARLE,56232
25009,,MA,ESSEX,01945
37145,NC NE,NC,PERSON,27574
17075,IL E,IL,IROQUOIS,60970
17147,IL E,IL,PIATT,61855
36119,,NY,WESTCHESTER,10595
48027,,TX,BELL,76508
36029,,NY,ERIE,14075
42049,,PA,ERIE,16428
19087,IA SE,IA,HENRY,52647
1113,,AL,RUSSELL,36869
41001,OR E,OR,BAKER,97840
5023,,AR,CLEBURNE,72530
49015,UT E,UT,EMERY,84523
1077,,AL,LAUDERDALE,35677
37051,NC SE,NC,CUMBERLAND,28306
17107,IL W,IL,LOGAN,61723
40053,OK NW,OK,GRANT,74636
29111,MO NE,MO,LEWIS,63447
40097,OK NW,OK,MAYES,74365
5065,,AR,IZARD,72556
23011,,ME,KENNEBEC,04358
28049,,MS,HINDS,39175
36077,,NY,OTSEGO,13776
13069,,GA,COFFEE,31519
40149,OK NW,OK,WASHITA,73624
39063,,OH,HANCOCK,45890
6037,,CA,LOS ANGELES,90073
17073,IL W,IL,HENRY,61258
8063,CO E,CO,KIT CARSON,80807
6007,,CA,BUTTE,95968
38101,,ND,WARD,58746
53049,WA W,WA,PACIFIC,98527
6065,,CA,RIVERSIDE,92506
33001,,NH,BELKNAP,03249
55029,WI SE,WI,DOOR,54213
6053,,CA,MONTEREY,93907
19099,IA SE,IA,JASPER,50170
6001,,CA,ALAMEDA,94606
5015,,AR,CARROLL,72611
40121,OK SE,OK,PITTSBURG,74554
40101,OK SE,OK,MUSKOGEE,74422
36059,,NY,NASSAU,11771
40115,OK NW,OK,OTTAWA,74339
24001,,MD,ALLEGANY,21524
6071,,CA,SAN BERNARDINO,93562
46073,,SD,JERAULD,57382
29147,MO NW,MO,NODAWAY,64468
42037,,PA,COLUMBIA,17846
26041,,MI,DELTA,49878
51115,VA N,VA,MATHEWS,23025
22055,,LA,LAFAYETTE,70506
51037,VA SE,VA,CHARLOTTE,23959
40143,OK NW,OK,TULSA,74008
42061,,PA,HUNTINGDON,16683
29061,MO NW,MO,DAVIESS,64654
36039,,NY,GREENE,12431
32031,,NV,WASHOE,89523
48149,TX C,TX,FAYETTE,78938
2158,,AK,KUSILVAK,99620
27037,MN S,MN,DAKOTA,55085
13185,,GA,LOWNDES,31601
55141,WI SW,WI,WOOD,54441
37195,NC SE,NC,WILSON,27822
21093,,KY,HARDIN,42788
6075,,CA,SAN FRANCISCO,94111
50001,,VT,ADDISON,05491
48485,TX C,TX,WICHITA,76308
35013,,NM,DOÑA ANA,88011
55027,WI SE,WI,DODGE,53922
19105,IA SE,IA,JONES,52320
35013,,NM,DOÑA ANA,88072
34029,,NJ,OCEAN,08006
6045,,CA,MENDOCINO,95456
1043,,AL,CULLMAN,35083
19047,IA SW,IA,CRAWFORD,51442
6043,,CA,MARIPOSA,93623
47185,,TN,WHITE,38583
13089,,GA,DEKALB,30317
31055,NE SE,NE,DOUGLAS,68117
19023,IA NE,IA,BUTLER,50602
47025,,TN,CLAIBORNE,37879
8107,,CO,ROUTT,80477
5023,,AR,CLEBURNE,72581
49041,UT SW,UT,SEVIER,84739
42127,,PA,WAYNE,18454
6071,,CA,SAN BERNARDINO,92391
53047,WA E,WA,OKANOGAN,98855
42003,,PA,ALLEGHENY,15056
31185,NE SE,NE,YORK,68401
19031,IA SE,IA,CEDAR,52337
6089,,CA,SHASTA,96096
22071,,LA,ORLEANS,70124
37031,NC SE,NC,CARTERET,28512
22109,,LA,TERREBONNE,70397
25009,,MA,ESSEX,01951
42063,,PA,INDIANA,15712
26075,,MI,JACKSON,49234
12075,,FL,LEVY,32625
17089,IL E,IL,KANE,60119
33005,,NH,CHESHIRE,03444
56013,WY SW,WY,FREMONT,82516
42057,,PA,FULTON,17238
51183,VA SE,VA,SUSSEX,23888
42001,,PA,ADAMS,17372
37057,NC W,NC,DAVIDSON,27295
17083,IL W,IL,JERSEY,62030
45083,SC NW,SC,SPARTANBURG,29369
47157,,TN,SHELBY,38128
6071,,CA,SAN BERNARDINO,92386
8125,CO E,CO,YUMA,80758
22021,,LA,CALDWELL,71441
12011,,FL,BROWARD,33076
26111,,MI,MIDLAND,48618
13091,,GA,DODGE,31011
12071,,FL,LEE,33967
42063,,PA,INDIANA,15765
20141,KS NW,KS,OSBORNE,67474
36089,,NY,ST. LAWRENCE,13642
38025,,ND,DUNN,58636
5049,,AR,FULTON,72578
72061,,PR,GUAYNABO,00934
6067,,CA,SACRAMENTO,95626
33005,,NH,CHESHIRE,03464
29013,MO NW,MO,BATES,64720
36005,,NY,BRONX,10454
21067,,KY,FAYETTE,40505
6037,,CA,LOS ANGELES,91403
12127,,FL,VOLUSIA,32744
,TX C,TX,BEXAR,78069
72077,,PR,JUNCOS,00777
1105,,AL,PERRY,36756
6067,,CA,SACRAMENTO,95615
26111,,MI,MIDLAND,48657
6111,,CA,VENTURA,93004
72025,,PR,CAGUAS,00727
40127,OK SE,OK,PUSHMATAHA,74549
24031,,MD,MONTGOMERY,20904
35047,,NM,SAN MIGUEL,87701
6037,,CA,LOS ANGELES,91311
47103,,TN,LINCOLN,38459
25021,,MA,NORFOLK,02081
26089,,MI,LEELANAU,49682
37183,NC SE,NC,WAKE,27610
26099,,MI,MACOMB,48316
39021,,OH,CHAMPAIGN,43009
12083,,FL,MARION,34470
6107,,CA,TULARE,93267
24005,,MD,BALTIMORE,21244
48249,TX S,TX,JIM WELLS,78383
6019,,CA,FRESNO,93602
31129,NE SE,NE,NUCKOLLS,68978
26125,,MI,OAKLAND,48098
17031,IL E,IL,COOK,60004
19103,IA SE,IA,JOHNSON,52317
5133,,AR,SEVIER,71832
26019,,MI,BENZIE,49640
42041,,PA,CUMBERLAND,17081
19113,IA SE,IA,LINN,52404
18163,,IN,VANDERBURGH,47711
4025,,AZ,YAVAPAI,86331
27157,MN S,MN,WABASHA,55968
45061,SC S,SC,LEE,29046
51135,VA SE,VA,NOTTOWAY,23824
48289,TX NE,TX,LEON,75850
53033,WA W,WA,KING,98011
29095,MO NW,MO,JACKSON,64134
35013,,NM,DOÑA ANA,88021
23013,,ME,KNOX,04863
54035,,WV,JACKSON,25241
29037,MO NW,MO,CASS,64743
26017,,MI,BAY,48708
6001,,CA,ALAMEDA,94707
53061,WA W,WA,SNOHOMISH,98270
21121,,KY,KNOX,40923
13119,,GA,FRANKLIN,30520
55127,WI SE,WI,WALWORTH,53195
36011,,NY,CAYUGA,13026
8121,CO E,CO,WASHINGTON,80720
39165,,OH,WARREN,45066
19187,IA NW,IA,WEBSTER,50543
19123,IA SE,IA,MAHASKA,52543
13275,,GA,THOMAS,31626
,KS NC,KS,SHAWNEE,66699
48239,,TX,JACKSON,77961
48113,TX NE,TX,DALLAS,75038
25015,,MA,HAMPSHIRE,01062
72021,,PR,BAYAMÓN,00960
20091,KS NC,KS,JOHNSON,66207
41029,OR W,OR,JACKSON,97504
53057,WA W,WA,SKAGIT,98235
51740,VA SE,VA,PORTSMOUTH,23702
17085,IL W,IL,JO DAVIESS,61036
31127,NE SE,NE,NEMAHA,68421
10005,,DE,SUSSEX,19958
32031,,NV,WASHOE,89704
27017,MN C,MN,CARLTON,55798
55045,WI SW,WI,GREEN,53520
42089,,PA,MONROE,18322
29111,MO NE,MO,LEWIS,63473
39175,,OH,WYANDOT,43323
56007,WY E,WY,CARBON,82331
6081,,CA,SAN MATEO,94060
36003,,NY,ALLEGANY,14727
6071,,CA,SAN BERNARDINO,92308
31155,NE SE,NE,SAUNDERS,68065
39099,,OH,MAHONING,44509
36029,,NY,ERIE,14216
35006,,NM,CIBOLA,87321
19053,IA SW,IA,DECATUR,50144
22119,,LA,WEBSTER,71018
6037,,CA,LOS ANGELES,90710
18171,,IN,WARREN,47993
36113,,NY,WARREN,12801
40023,OK SE,OK,CHOCTAW,74727
20181,KS NW,KS,SHERMAN,67733
20117,KS N,KS,MARSHALL,66406
48231,TX NE,TX,HUNT,75474
26099,,MI,MACOMB,48313
5129,,AR,SEARCY,72675
19193,IA NW,IA,WOODBURY,51016
29063,MO NW,MO,DEKALB,64497
12103,,FL,PINELLAS,33755
51093,VA SE,VA,ISLE OF WIGHT,23304
34031,,NJ,PASSAIC,07442
12031,,FL,DUVAL,32219
28061,,MS,JASPER,39439
37113,NC W,NC,MACON,28781
16039,ID W,ID,ELMORE,83647
37183,NC SE,NC,WAKE,27617
28139,,MS,TIPPAH,38610
19005,IA NE,IA,ALLAMAKEE,52146
6037,,CA,LOS ANGELES,90505
17131,IL W,IL,MERCER,61476
39109,,OH,MIAMI,45312
4005,,AZ,COCONINO,86004
42075,,PA,LEBANON,17038
20017,KS SC,KS,CHASE,66862
20029,KS N,KS,CLOUD,66938
9005,,CT,LITCHFIELD,06068
42091,,PA,MONTGOMERY,19075
2290,,AK,YUKON-KOYUKUK,99765
29085,MO SW,MO,HICKORY,65735
27037,MN S,MN,DAKOTA,55075
36103,,NY,SUFFOLK,11952
22115,,LA,VERNON,71446
39125,,OH,PAULDING,45880
20093,KS SW,KS,KEARNY,67838
45077,SC NW,SC,PICKENS,29640
51053,VA SE,VA,DINWIDDIE,23850
40013,OK SE,OK,BRYAN,73449
54109,,WV,WYOMING,25882
6017,,CA,EL DORADO,95735
17191,IL E,IL,WAYNE,62895
37071,NC W,NC,GASTON,28034
54083,,WV,RANDOLPH,26294
38017,,ND,CASS,58042
17197,IL E,IL,WILL,60491
36103,,NY,SUFFOLK,11730
23001,,ME,ANDROSCOGGIN,04253
72113,,PR,PONCE,00715
27059,MN C,MN,ISANTI,55017
42037,,PA,COLUMBIA,17815
1117,,AL,SHELBY,35080
21131,,KY,LESLIE,40827
1073,,AL,JEFFERSON,35233
40037,OK NW,OK,CREEK,74010
12101,,FL,PASCO,33545
29119,MO SW,MO,MCDONALD,64847
9005,,CT,LITCHFIELD,06057
29175,MO NE,MO,RANDOLPH,65278
48037,TX NE,TX,BOWIE,75559
21151,,KY,MADISON,40385
48331,,TX,MILAM,76523
37161,NC W,NC,RUTHERFORD,28746
53011,WA W,WA,CLARK,98682
22079,,LA,RAPIDES,71301
40047,OK NW,OK,GARFIELD,73730
45035,SC S,SC,DORCHESTER,29437
39129,,OH,PICKAWAY,43137
55135,WI SE,WI,WAUPACA,54981
18055,,IN,GREENE,47438
17091,IL E,IL,KANKAKEE,60969
,CO E,CO,LINCOLN,80826
47011,,TN,BRADLEY,37312
29145,MO SW,MO,NEWTON,64850
50001,,VT,ADDISON,05760
34031,,NJ,PASSAIC,07512
13243,,GA,RANDOLPH,39886
8077,CO W,CO,MESA,81643
23001,,ME,ANDROSCOGGIN,04274
4025,,AZ,YAVAPAI,86351
34035,,NJ,SOMERSET,08869
29223,MO SE,MO,WAYNE,63964
6073,,CA,SAN DIEGO,91906
54021,,WV,GILMER,26351
1077,,AL,LAUDERDALE,35630
53033,WA W,WA,KING,98195
31023,NE SE,NE,BUTLER,68001
51107,VA N,VA,LOUDOUN,20141
25001,,MA,BARNSTABLE,02664
53073,WA W,WA,WHATCOM,98220
47031,,TN,COFFEE,37355
5085,,AR,LONOKE,72142
37195,NC SE,NC,WILSON,27883
39073,,OH,HOCKING,43127
29029,MO SE,MO,CAMDEN,65049
26067,,MI,IONIA,48846
1007,,AL,BIBB,35074
12095,,FL,ORANGE,32822
48113,,TX,DALLAS,75390
18057,,IN,HAMILTON,46038
19185,IA SW,IA,WAYNE,50052
31129,NE SE,NE,NUCKOLLS,68943
36095,,NY,SCHOHARIE,12175
37081,NC W,NC,GUILFORD,27377
41051,OR W,OR,MULTNOMAH,97219
39163,,OH,VINTON,45695
35031,,NM,MCKINLEY,87310
20177,KS NC,KS,SHAWNEE,66622
26075,,MI,JACKSON,49283
55127,WI SE,WI,WALWORTH,53121
28103,,MS,NOXUBEE,39341
39151,,OH,STARK,44646
42129,,PA,WESTMORELAND,15072
8077,CO W,CO,MESA,81524
19177,IA SE,IA,VAN BUREN,52565
5087,,AR,MADISON,72721
39057,,OH,GREENE,45384
12105,,FL,POLK,33803
25015,,MA,HAMPSHIRE,01088
5135,,AR,SHARP,72521
42099,,PA,PERRY,17069
2185,,AK,NORTH SLOPE,99510
45073,SC NW,SC,OCONEE,29672
12107,,FL,PUTNAM,32193
51015,VA N,VA,AUGUSTA,22939
42107,,PA,SCHUYLKILL,17935
40101,OK SE,OK,MUSKOGEE,74455
19061,IA NE,IA,DUBUQUE,52039
50005,,VT,CALEDONIA,05873
38029,,ND,EMMONS,58573
17115,IL E,IL,MACON,62544
40031,OK NW,OK,COMANCHE,73541
51750,VA N,VA,RADFORD,24141
5049,,AR,FULTON,72583
42069,,PA,LACKAWANNA,18503
33011,,NH,HILLSBOROUGH,03084
29121,MO NE,MO,MACON,63532
39139,,OH,RICHLAND,44843
50011,,VT,FRANKLIN,05457
51149,VA SE,VA,PRINCE GEORGE,23875
29083,MO NW,MO,HENRY,64770
36029,,NY,ERIE,14025
26061,,MI,HOUGHTON,49965
12081,,FL,MANATEE,34203
72107,,PR,OROCOVIS,00720
40109,OK NW,OK,OKLAHOMA,73131
12103,,FL,PINELLAS,33782
1095,,AL,MARSHALL,35747
48251,,TX,JOHNSON,76061
39173,,OH,WOOD,43541
22077,,LA,POINTE COUPEE,70749
27053,MN C,MN,HENNEPIN,55439
20059,KS NC,KS,FRANKLIN,66095
47153,,TN,SEQUATCHIE,37327
4021,,AZ,PINAL,85123
53047,WA E,WA,OKANOGAN,98814
55067,WI N,WI,LANGLADE,54424
48185,TX NE,TX,GRIMES,77830
17167,IL W,IL,SANGAMON,62707
36111,,NY,ULSTER,12457
31101,NE NW,NE,KEITH,69144
51001,VA N,VA,ACCOMACK,23337
48349,TX NE,TX,NAVARRO,75110
6067,,CA,SACRAMENTO,95819
20077,KS SC,KS,HARPER,67150
18073,,IN,JASPER,47977
17103,IL W,IL,LEE,61318
21115,,KY,JOHNSON,41219
16007,ID E,ID,BEAR LAKE,83223
12011,,FL,BROWARD,33026
17107,IL W,IL,LOGAN,62519
36103,,NY,SUFFOLK,11787
39103,,OH,MEDINA,44275
55041,WI N,WI,FOREST,54541
17057,IL W,IL,FULTON,61520
34027,,NJ,MORRIS,07853
45025,SC E,SC,CHESTERFIELD,29728
36075,,NY,OSWEGO,13144
9009,,CT,NEW HAVEN,06702
18043,,IN,FLOYD,47119
11001,,DC,DISTRICT OF COLUMBIA,20052
6027,,CA,INYO,93545
50009,,VT,ESSEX,05905
21007,,KY,BALLARD,42060
46005,,SD,BEADLE,57381
27137,MN N,MN,ST. LOUIS,55781
6029,,CA,KERN,93313
34003,,NJ,BERGEN,07676
39067,,OH,HARRISON,43907
37055,NC SE,NC,DARE,27978
42003,,PA,ALLEGHENY,15045
21195,,KY,PIKE,41540
34007,,NJ,CAMDEN,08081
41067,OR W,OR,WASHINGTON,97123
6037,,CA,LOS ANGELES,90260
22079,,LA,RAPIDES,71447
39017,,OH,BUTLER,45064
36103,,NY,SUFFOLK,11740
8069,CO E,CO,LARIMER,80513
48493,TX C,TX,WILSON,78161
2188,,AK,NORTHWEST ARCTIC,99763
13191,,GA,MCINTOSH,31304
6037,,CA,LOS ANGELES,91321
39061,,OH,HAMILTON,45220
25021,,MA,NORFOLK,02184
26127,,MI,OCEANA,49446
49035,UT NW,UT,SALT LAKE,84088
13103,,GA,EFFINGHAM,31302
22059,,LA,LASALLE,71480
13111,,GA,FANNIN,30560
39049,,OH,FRANKLIN,43204
53063,WA E,WA,SPOKANE,99020
13121,,GA,FULTON,30328
47037,,TN,DAVIDSON,37206
51107,VA N,VA,LOUDOUN,20158
6085,,CA,SANTA CLARA,95125
46075,,SD,JONES,57562
42009,,PA,BEDFORD,15539
34025,,NJ,MONMOUTH,07701
20087,KS NC,KS,JEFFERSON,66429
19171,IA SE,IA,TAMA,50612
28057,,MS,ITAWAMBA,38876
48007,TX S,TX,ARANSAS,78358
11001,,DC,DISTRICT OF COLUMBIA,20001
21023,,KY,BRACKEN,41044
20165,KS SC,KS,RUSH,67513
36041,,NY,HAMILTON,12108
45009,SC S,SC,BAMBERG,29843
36001,,NY,ALBANY,12193
23005,,ME,CUMBERLAND,04055
18131,,IN,PULASKI,47946
46123,,SD,TRIPP,57580
42065,,PA,JEFFERSON,15776
31035,NE SE,NE,CLAY,68979
17103,IL W,IL,LEE,61310
2090,,AK,FAIRBANKS NORTH STAR,99709
48157,TX S,TX,FORT BEND,77417
17005,IL W,IL,BOND,62086
19077,IA SW,IA,GUTHRIE,50128
22097,,LA,ST. LANDRY,70550
12131,,FL,WALTON,32550
36115,,NY,WASHINGTON,12849
42049,,PA,ERIE,16421
42091,,PA,MONTGOMERY,19003
1017,,AL,CHAMBERS,36862
45085,SC S,SC,SUMTER,29168
6079,,CA,SAN LUIS OBISPO,93449
48453,TX C,TX,TRAVIS,78725
53053,WA W,WA,PIERCE,98391
42021,,PA,CAMBRIA,15930
8121,CO E,CO,WASHINGTON,80757
9015,,CT,WINDHAM,06332
29159,MO NW,MO,PETTIS,65345
19131,IA NE,IA,MITCHELL,50472
21023,,KY,BRACKEN,41004
55079,WI SE,WI,MILWAUKEE,53228
47025,,TN,CLAIBORNE,37715
38099,,ND,WALSH,58270
6107,,CA,TULARE,93277
48399,TX C,TX,RUNNELS,76861
54071,,WV,PENDLETON,26884
35003,,NM,CATRON,87827
1109,,AL,PIKE,36010
6065,,CA,RIVERSIDE,92203
,MO NE,MO,CLARK,63466
54019,,WV,FAYETTE,25161
13121,,GA,FULTON,30312
33005,,NH,CHESHIRE,03441
33019,,NH,SULLIVAN,03743
2070,,AK,DILLINGHAM,99628
40045,OK NW,OK,ELLIS,73840
48037,TX NE,TX,BOWIE,75574
39107,,OH,MERCER,45310
48439,TX NE,TX,TARRANT,76148
24019,,MD,DORCHESTER,21675
1073,,AL,JEFFERSON,35062
17167,IL W,IL,SANGAMON,62615
36043,,NY,HERKIMER,13472
31125,NE C,NE,NANCE,68640
20179,KS NW,KS,SHERIDAN,67740
45065,SC NW,SC,MCCORMICK,29840
47089,,TN,JEFFERSON,37871
47017,,TN,CARROLL,38348
54097,,WV,UPSHUR,26236
13039,,GA,CAMDEN,31547
36087,,NY,ROCKLAND,10956
26059,,MI,HILLSDALE,49262
26151,,MI,SANILAC,48456
42083,,PA,MCKEAN,16738
40101,OK SE,OK,MUSKOGEE,74469
29217,MO SW,MO,VERNON,64772
1061,,AL,GENEVA,36375
19081,IA NW,IA,HANCOCK,50430
23029,,ME,WASHINGTON,04694
6037,,CA,LOS ANGELES,91351
48189,TX NW,TX,HALE,79311
13029,,GA,BRYAN,31324
42129,,PA,WESTMORELAND,15087
66010,,GU,GUAM,96915
28015,,MS,CARROLL,38917
6037,,CA,LOS ANGELES,91601
13089,,GA,DEKALB,30084
5149,,AR,YELL,72828
17045,IL E,IL,EDGAR,61924
1127,,AL,WALKER,35587
54009,,WV,BROOKE,26075
22117,,LA,WASHINGTON,70438
55099,WI N,WI,PRICE,54552
26021,,MI,BERRIEN,49129
41019,OR W,OR,DOUGLAS,97469
29201,MO SE,MO,SCOTT,63774
37171,NC W,NC,SURRY,27041
31163,NE C,NE,SHERMAN,68871
48139,TX NE,TX,ELLIS,76064
19055,IA NE,IA,DELAWARE,50654
19153,IA SE,IA,POLK,50321
16075,ID W,ID,PAYETTE,83661
42107,,PA,SCHUYLKILL,17968
31125,NE C,NE,NANCE,68623
48191,TX NW,TX,HALL,79261
13121,,GA,FULTON,30331
4013,,AZ,MARICOPA,85215
6019,,CA,FRESNO,93652
41055,OR E,OR,SHERMAN,97039
51059,VA N,VA,FAIRFAX,22015
17111,IL E,IL,MCHENRY,60042
51197,VA N,VA,WYTHE,24360
22051,,LA,JEFFERSON,70123
54085,,WV,RITCHIE,26148
5129,,AR,SEARCY,72650
17031,IL E,IL,COOK,60173
48381,TX NW,TX,RANDALL,79118
53053,WA W,WA,PIERCE,98407
45045,SC NW,SC,GREENVILLE,29683
72095,,PR,MAUNABO,00707
19099,IA SE,IA,JASPER,50208
26125,,MI,OAKLAND,48306
21111,,KY,JEFFERSON,40213
19153,IA SW,IA,POLK,50007
2230,,AK,SKAGWAY,99840
32023,,NV,NYE,89048
47037,,TN,DAVIDSON,37209
36063,,NY,NIAGARA,14303
18129,,IN,POSEY,47631
17105,IL E,IL,LIVINGSTON,60929
48167,TX S,TX,GALVESTON,77563
12009,,FL,BREVARD,32937
48381,TX NW,TX,RANDALL,79121
34003,,NJ,BERGEN,07661
42077,,PA,LEHIGH,18051
6053,,CA,MONTEREY,93920
21133,,KY,LETCHER,41826
6037,,CA,LOS ANGELES,91340
29031,MO SE,MO,CAPE GIRARDEAU,63747
21085,,KY,GRAYSON,42721
12133,,FL,WASHINGTON,32437
34013,,NJ,ESSEX,07108
41035,OR E,OR,KLAMATH,97625
40127,OK SE,OK,PUSHMATAHA,74562
19045,IA SE,IA,CLINTON,52742
34021,,NJ,MERCER,08608
6077,,CA,SAN JOAQUIN,95212
48119,TX NE,TX,DELTA,75432
36107,,NY,TIOGA,13734
49015,UT E,UT,EMERY,84518
19175,IA SW,IA,UNION,50861
23019,,ME,PENOBSCOT,04434
6091,,CA,SIERRA,96125
4013,,AZ,MARICOPA,85375
19051,IA SE,IA,DAVIS,52552
48309,TX NE,TX,MCLENNAN,76707
18051,,IN,GIBSON,47654
18025,,IN,CRAWFORD,47116
6095,,CA,SOLANO,95687
27105,MN S,MN,NOBLES,56155
4013,,AZ,MARICOPA,85003
12011,,FL,BROWARD,33009
20027,KS N,KS,CLAY,67458
10003,,DE,NEW CASTLE,19802
4019,,AZ,PIMA,85701
17031,IL E,IL,COOK,60617
5083,,AR,LOGAN,72951
48201,TX S,TX,HARRIS,77044
29189,MO SE,MO,ST. LOUIS,63005
,KS NC,KS,SHAWNEE,66630
36077,,NY,OTSEGO,12064
,OK NW,OK,TULSA,74183
20177,KS NC,KS,SHAWNEE,66603
24005,,MD,BALTIMORE,21087
