rateId,document,version,effectiveDate,expirationDate,lastUpdateDate,shippingStartDate,shippingEndDate,productGroup,originGroup,originId,destinationGroup,destinationId,rateFactorType,rate,currency,rateUom,loadQuantity,ratePerUom,mode,distanceUom,distanceLower,distanceUpper,destinationCountry,destinationLabel,originCountry,originLabel
"DRY_TRUCK_GUIDANCE|#|CATOOSA, OK|#|TX S|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"CATOOSA, OK",True,TX S,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|CO W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,CO W,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS NC|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS NC,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS NW,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS N,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SC|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SC,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SE,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|KS SW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,KS SW,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO NE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO NE,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO NW,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO SE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO SE,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|MO SW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,MO SW,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|NE C|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,NE C,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|NE NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,NE NW,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|NE SE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,NE SE,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|TX C|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,TX C,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|TX NE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,TX NE,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|TX NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,TX NW,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|ENID, OK|#|TX S|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,2,2024-10-02,2024-10-28,2024-10-28 08:59:10,2024-04-01,2024-06-30,DRY,False,"ENID, OK",True,TX S,PER UOM,12.9,USD,ST,25,12.9,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|ID C|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,ID C,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|ID E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,ID E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|ID N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,ID N,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|ID W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,ID W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|MT E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,MT E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|MT N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,MT N,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|MT S|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,MT S,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|MT W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,MT W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|OR E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,OR E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|OR W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,OR W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|UT E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,UT E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|UT NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,UT NW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|UT SW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,UT SW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|WA E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,WA E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|WA W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,WA W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|WY E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,WY E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|WY N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,WY N,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BILLINGS, MT|#|WY SW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BILLINGS, MT",True,WY SW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|ID C|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,ID C,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|ID E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,ID E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|ID N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,ID N,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|ID W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,ID W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|MT E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,MT E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|MT N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,MT N,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|MT S|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,MT S,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|MT W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,MT W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|OR E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,OR E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|OR W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,OR W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|UT E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,UT E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|UT NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,UT NW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|UT SW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,UT SW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|WA E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,WA E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|WA W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,WA W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|WY E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,WY E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|WY N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,WY N,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|BURLEY, ID|#|WY SW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"BURLEY, ID",True,WY SW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|IA NE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,IA NE,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|IA NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,IA NW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|IA SE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,IA SE,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|IA SW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,IA SW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|IL E|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,IL E,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|IL W|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,IL W,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|MN C|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,MN C,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|MN N|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,MN N,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|CINCINNATI, OH|#|MN S|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"CINCINNATI, OH",True,MN S,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|JEFFERSONVILLE, IN|#|IA NE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"JEFFERSONVILLE, IN",True,IA NE,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|JEFFERSONVILLE, IN|#|IA NW|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"JEFFERSONVILLE, IN",True,IA NW,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
"DRY_TRUCK_GUIDANCE|#|JEFFERSONVILLE, IN|#|IA SE|#|2024 Q2|#|PER UOM|#|USD|#|ST|#|MI|#|0-60",DRY_TRUCK_GUIDANCE,3,2024-10-28,,2024-10-28 08:59:09,2024-04-01,2024-06-30,DRY,False,"JEFFERSONVILLE, IN",True,IA SE,PER UOM,14.4,USD,ST,25,14.4,TRUCK,MI,0,60,US,LocationGroup,US,CityState
